date,value
2016-01,8610
2016-02,9549
2016-03,9398
2016-04,6540
2016-05,5264
2016-06,3913
2016-07,3454
2016-08,4215
2016-09,6590
2016-10,8879
2016-11,7770
2016-12,9148
