state,count
MS,3
OK,0
WY,1
MN,4
IL,17
GA,22
AR,9
NM,6
OH,34
IN,11
MD,8
LA,6
ID,2
AZ,13
IA,2
NY,30
MI,21
KS,3
UT,11
VA,12
OR,8
CT,6
MT,1
CA,107
MA,4
WV,4
SC,5
NH,3
VT,0
DE,2
ND,0
PA,23
FL,32
AK,3
KY,3
HI,1
NE,3
MO,9
WI,9
AL,9
RI,1
SD,0
CO,7
NJ,10
WA,8
NC,5
TN,6
TX,33
NV,4
ME,5
